"Ensembl_ID" "Gene_symbol" "Biotype" "Comparison" "logFC" "FDR"
"ENSG00000240527" "ENSG00000240527" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240549" "THOC7-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240562" "ENSG00000240562" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240596" "KCNAB1-AS2" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240666" "MME-AS1" "lncRNA" "Normal vs Doxo-treated" 0.499758505 1
"ENSG00000240682" "ISY1" "Protein_Coding" "Normal vs Doxo-treated" -0.248537265 1
"ENSG00000240731" "ENSG00000240731" "lncRNA" "Normal vs Doxo-treated" 0.458639238 1
"ENSG00000240747" "KRBOX1" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000240758" "HILPDA-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240766" "PLCXD2-AS1" "lncRNA" "Normal vs Doxo-treated" -0.979668813 1
"ENSG00000240777" "ENSG00000240777" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240792" "ENSG00000240792" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240801" "ENSG00000240801" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240842" "ENSG00000240842" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240849" "PEDS1" "Protein_Coding" "Normal vs Doxo-treated" -0.321413796 1
"ENSG00000240857" "RDH14" "Protein_Coding" "Normal vs Doxo-treated" 0.410357353 1
"ENSG00000240868" "C1QTNF9-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240875" "LINC00886" "lncRNA" "Normal vs Doxo-treated" 0.233001197 1
"ENSG00000240888" "ENSG00000240888" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240895" "ENSG00000240895" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240963" "ENSG00000240963" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240973" "ENSG00000240973" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240980" "ENSG00000240980" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000240996" "ENSG00000240996" "lncRNA" "Normal vs Doxo-treated" 0.364945724 1
"ENSG00000241042" "ENSG00000241042" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241048" "ENSG00000241048" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241054" "ENSG00000241054" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241058" "NSUN6" "Protein_Coding" "Normal vs Doxo-treated" 0.101012428 1
"ENSG00000241059" "ENSG00000241059" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241073" "ENSG00000241073" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241098" "LINC01994" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241101" "PRICKLE2-AS2" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241119" "UGT1A9" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000241123" "KRTAP10-5" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000241127" "YAE1" "Protein_Coding" "Normal vs Doxo-treated" 0.585096745 1
"ENSG00000241128" "OR14A2" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000241155" "ARHGAP31-AS1" "lncRNA" "Normal vs Doxo-treated" 0.819354494 1
"ENSG00000241163" "LINC00877" "lncRNA" "Normal vs Doxo-treated" 0.377188439 1
"ENSG00000241169" "ENSG00000241169" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241202" "ZIC4-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241211" "IQCJ-SCHIP1-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241231" "ENSG00000241231" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241233" "KRTAP5-8" "Protein_Coding" "Normal vs Doxo-treated" -0.131386843 1
"ENSG00000241258" "CRCP" "Protein_Coding" "Normal vs Doxo-treated" -0.133811191 1
"ENSG00000241280" "ENSG00000241280" "lncRNA" "Normal vs Doxo-treated" -1.071595417 1
"ENSG00000241313" "WWTR1-AS1" "lncRNA" "Normal vs Doxo-treated" 0.610584539 1
"ENSG00000241316" "SUCLG2-DT" "lncRNA" "Normal vs Doxo-treated" 0.092677372 1
"ENSG00000241322" "FBXW10B" "Protein_Coding" "Normal vs Doxo-treated" -0.004172307 1
"ENSG00000241326" "ENSG00000241326" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241343" "RPL36A" "Protein_Coding" "Normal vs Doxo-treated" -0.231075035 1
"ENSG00000241345" "ENSG00000241345" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241356" "OR5G3" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000241357" "ENSG00000241357" "lncRNA" "Normal vs Doxo-treated" 0.384274498 1
"ENSG00000241360" "PDXP" "Protein_Coding" "Normal vs Doxo-treated" -0.559583486 1
"ENSG00000241369" "LINC01192" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241388" "HNF1A-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241397" "LINC00903" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241404" "EGFL8" "Protein_Coding" "Normal vs Doxo-treated" -0.258540658 1
"ENSG00000241456" "ENSG00000241456" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241457" "PLSCR5-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241468" "ATP5MF" "Protein_Coding" "Normal vs Doxo-treated" -0.268199522 1
"ENSG00000241472" "PTPRG-AS1" "lncRNA" "Normal vs Doxo-treated" -0.430299699 1
"ENSG00000241476" "SSX2" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000241489" "ENSG00000241489" "Protein_Coding" "Normal vs Doxo-treated" 0.525314209 1
"ENSG00000241490" "ENSG00000241490" "lncRNA" "Normal vs Doxo-treated" 0.386904727 1
"ENSG00000241572" "PRICKLE2-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241577" "ENSG00000241577" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241596" "ENSG00000241596" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241598" "KRTAP5-4" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000241599" "ENSG00000241599" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241635" "UGT1A1" "Protein_Coding" "Normal vs Doxo-treated" -0.125658822 1
"ENSG00000241636" "LINC01323" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241648" "CADM2-AS2" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241657" "TRBV11-2" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241667" "ENSG00000241667" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241669" "LINC01327" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241679" "ENSG00000241679" "lncRNA" "Normal vs Doxo-treated" 0.390943715 1
"ENSG00000241690" "ENSG00000241690" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000241696" "LINC02053" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241697" "TMEFF1" "Protein_Coding" "Normal vs Doxo-treated" -0.412395737 1
"ENSG00000241720" "ENSG00000241720" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241728" "ENSG00000241728" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241767" "LINC01324" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241769" "EOLA1-DT" "lncRNA" "Normal vs Doxo-treated" -0.143504633 1
"ENSG00000241772" "ENSG00000241772" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241832" "CECR3" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241839" "PLEKHO2" "Protein_Coding" "Normal vs Doxo-treated" 0.232052911 1
"ENSG00000241852" "C8orf58" "Protein_Coding" "Normal vs Doxo-treated" -0.58448484 1
"ENSG00000241860" "ENSG00000241860" "lncRNA" "Normal vs Doxo-treated" -0.669294406 1
"ENSG00000241878" "PISD" "Protein_Coding" "Normal vs Doxo-treated" -0.447724417 1
"ENSG00000241882" "ENSG00000241882" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241884" "ENSG00000241884" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241912" "ENSG00000241912" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241921" "ENSG00000241921" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241945" "PWP2" "Protein_Coding" "Normal vs Doxo-treated" 0.157715124 1
"ENSG00000241954" "ENSG00000241954" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000241956" "LINC03000" "lncRNA" "Normal vs Doxo-treated" -0.64670899 1
"ENSG00000241962" "ENSG00000241962" "Protein_Coding" "Normal vs Doxo-treated" 0.608564126 1
"ENSG00000241990" "PRR34-AS1" "lncRNA" "Normal vs Doxo-treated" -0.090695134 1
"ENSG00000242028" "HYPK" "Protein_Coding" "Normal vs Doxo-treated" 0.091380167 1
"ENSG00000242042" "LINC01743" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242048" "PRKAG2-AS2" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242049" "DNAJB8-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242078" "ENSG00000242078" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242082" "SLC5A4-AS1" "lncRNA" "Normal vs Doxo-treated" -0.125658822 1
"ENSG00000242086" "MUC20-OT1" "lncRNA" "Normal vs Doxo-treated" 0.178140218 1
"ENSG00000242094" "FOXP1-IT1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242107" "LINC01100" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242110" "AMACR" "Protein_Coding" "Normal vs Doxo-treated" 0.483538434 1
"ENSG00000242114" "MTFP1" "Protein_Coding" "Normal vs Doxo-treated" 0.507597138 1
"ENSG00000242125" "SNHG3" "lncRNA" "Normal vs Doxo-treated" 0.285690026 1
"ENSG00000242136" "ENSG00000242136" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242145" "ENSG00000242145" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242147" "LASTR" "lncRNA" "Normal vs Doxo-treated" 0.611419673 1
"ENSG00000242173" "ARHGDIG" "Protein_Coding" "Normal vs Doxo-treated" -0.233380196 1
"ENSG00000242190" "ENSG00000242190" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242207" "HOXB-AS4" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242247" "ARFGAP3" "Protein_Coding" "Normal vs Doxo-treated" 0.008701883 1
"ENSG00000242252" "BGLAP" "Protein_Coding" "Normal vs Doxo-treated" 0.78415821 1
"ENSG00000242288" "BMS1P4-AGAP5" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242290" "ZBTB20-AS5" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242317" "ENSG00000242317" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242339" "LINC02025" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242362" "CT47A2" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000242370" "KCNAB1-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242372" "EIF6" "Protein_Coding" "Normal vs Doxo-treated" 0.014401707 1
"ENSG00000242385" "LINC00901" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242389" "RBMY1E" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000242391" "ENSG00000242391" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242396" "ENSG00000242396" "lncRNA" "Normal vs Doxo-treated" 0.23699856 1
"ENSG00000242474" "LINC03015" "lncRNA" "Normal vs Doxo-treated" -0.095810274 1
"ENSG00000242516" "LINC00960" "lncRNA" "Normal vs Doxo-treated" 0.123890879 1
"ENSG00000242539" "ENSG00000242539" "lncRNA" "Normal vs Doxo-treated" 0.638639446 1
"ENSG00000242545" "ENSG00000242545" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242568" "ENSG00000242568" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242574" "HLA-DMB" "Protein_Coding" "Normal vs Doxo-treated" 0.906413981 1
"ENSG00000242578" "ENSG00000242578" "lncRNA" "Normal vs Doxo-treated" -0.147425938 1
"ENSG00000242588" "ENSG00000242588" "lncRNA" "Normal vs Doxo-treated" -0.176956636 1
"ENSG00000242590" "ENSG00000242590" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242612" "DECR2" "Protein_Coding" "Normal vs Doxo-treated" -0.288234335 1
"ENSG00000242616" "GNG10" "Protein_Coding" "Normal vs Doxo-treated" -0.505176313 1
"ENSG00000242618" "ENSG00000242618" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242671" "LINC02010" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242686" "PDE6B-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242689" "CNTF" "Protein_Coding" "Normal vs Doxo-treated" -0.193245614 1
"ENSG00000242715" "CCDC169" "Protein_Coding" "Normal vs Doxo-treated" -0.081480891 1
"ENSG00000242759" "LINC00882" "lncRNA" "Normal vs Doxo-treated" -0.282515076 1
"ENSG00000242770" "CD200R1L-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242790" "ENSG00000242790" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000242797" "GLYCTK-AS1" "lncRNA" "Normal vs Doxo-treated" 0.719998554 1
"ENSG00000242798" "ENSG00000242798" "lncRNA" "Normal vs Doxo-treated" 0.758633364 1
"ENSG00000242808" "SOX2-OT" "lncRNA" "Normal vs Doxo-treated" 0.392527221 1
"ENSG00000242828" "ENSG00000242828" "lncRNA" "Normal vs Doxo-treated" 0.77006735 1
"ENSG00000242861" "ENSG00000242861" "lncRNA" "Normal vs Doxo-treated" 0.602001196 1
"ENSG00000242875" "RBMY1B" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000242880" "ENSG00000242880" "lncRNA" "Normal vs Doxo-treated" -0.372072002 1
"ENSG00000242925" "PLCH1-AS2" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243004" "ENSG00000243004" "lncRNA" "Normal vs Doxo-treated" -0.145594288 1
"ENSG00000243055" "GK-AS1" "lncRNA" "Normal vs Doxo-treated" -0.123736709 1
"ENSG00000243062" "ENSG00000243062" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243073" "PRAMEF4" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000243081" "ENSG00000243081" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243083" "LINC00870" "lncRNA" "Normal vs Doxo-treated" 0.520466131 1
"ENSG00000243107" "ENSG00000243107" "lncRNA" "Normal vs Doxo-treated" 0.770070165 1
"ENSG00000243156" "MICAL3" "Protein_Coding" "Normal vs Doxo-treated" -0.339327143 1
"ENSG00000243176" "ENSG00000243176" "lncRNA" "Normal vs Doxo-treated" 0.703849849 1
"ENSG00000243179" "ENSG00000243179" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243193" "PRKAR2B-AS1" "lncRNA" "Normal vs Doxo-treated" 0.714481851 1
"ENSG00000243207" "PPAN-P2RY11" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000243224" "TWF2-DT" "lncRNA" "Normal vs Doxo-treated" 0.057469959 1
"ENSG00000243230" "ENSG00000243230" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243232" "PCDHAC2" "Protein_Coding" "Normal vs Doxo-treated" -0.475823387 1
"ENSG00000243276" "ENSG00000243276" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243279" "PRAF2" "Protein_Coding" "Normal vs Doxo-treated" -0.387952635 1
"ENSG00000243284" "VSIG8" "Protein_Coding" "Normal vs Doxo-treated" -0.125658822 1
"ENSG00000243296" "ENSG00000243296" "lncRNA" "Normal vs Doxo-treated" -0.123736709 1
"ENSG00000243319" "FGF14-IT1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243335" "KCTD7" "Protein_Coding" "Normal vs Doxo-treated" 0.439375942 1
"ENSG00000243345" "ENSG00000243345" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243347" "LINC02045" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243364" "EFNA4" "Protein_Coding" "Normal vs Doxo-treated" -0.120407235 1
"ENSG00000243368" "MCCC1-AS1" "lncRNA" "Normal vs Doxo-treated" -0.129464785 1
"ENSG00000243384" "ENSG00000243384" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243389" "ENSG00000243389" "lncRNA" "Normal vs Doxo-treated" 0.403500545 1
"ENSG00000243414" "TICAM2" "Protein_Coding" "Normal vs Doxo-treated" -0.176957691 1
"ENSG00000243433" "ENSG00000243433" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243479" "MNX1-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243480" "AMY2A" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000243485" "MIR1302-2HG" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243486" "ENSG00000243486" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243489" "KRTAP10-11" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000243501" "ENSG00000243501" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000243509" "TNFRSF6B" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000243543" "WFDC6" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000243572" "LINC02017" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243593" "LINC02049" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243613" "ENSG00000243613" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243627" "SMIM34" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000243629" "LINC00880" "lncRNA" "Normal vs Doxo-treated" -0.765160954 1
"ENSG00000243636" "ENSG00000243636" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243646" "IL10RB" "Protein_Coding" "Normal vs Doxo-treated" -0.104340688 1
"ENSG00000243649" "CFB" "Protein_Coding" "Normal vs Doxo-treated" -0.507663121 1
"ENSG00000243655" "ENSG00000243655" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243660" "ZNF487" "Protein_Coding" "Normal vs Doxo-treated" -0.455934574 1
"ENSG00000243667" "DNAAF10" "Protein_Coding" "Normal vs Doxo-treated" -0.046705632 1
"ENSG00000243678" "NME2" "Protein_Coding" "Normal vs Doxo-treated" 0.161000151 1
"ENSG00000243708" "PLA2G4B" "Protein_Coding" "Normal vs Doxo-treated" 0.700400261 1
"ENSG00000243715" "CACNA2D3-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243716" "NPIPB5" "Protein_Coding" "Normal vs Doxo-treated" 0.058245968 1
"ENSG00000243725" "TTC4" "Protein_Coding" "Normal vs Doxo-treated" 0.500262932 1
"ENSG00000243733" "ENSG00000243733" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243749" "TMEM35B" "Protein_Coding" "Normal vs Doxo-treated" -0.404413976 1
"ENSG00000243789" "JMJD7" "Protein_Coding" "Normal vs Doxo-treated" 0.246912772 1
"ENSG00000243810" "CFAP61-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243819" "RN7SL832P" "lncRNA" "Normal vs Doxo-treated" 0.640636737 1
"ENSG00000243861" "ENSG00000243861" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243888" "ENSG00000243888" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243896" "OR2A7" "Protein_Coding" "Normal vs Doxo-treated" 0.388024566 1
"ENSG00000243903" "ENSG00000243903" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243943" "ZNF512" "Protein_Coding" "Normal vs Doxo-treated" -0.496061293 1
"ENSG00000243944" "ENSG00000243944" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000243955" "GSTA1" "Protein_Coding" "Normal vs Doxo-treated" -0.444659992 1
"ENSG00000243960" "ENSG00000243960" "lncRNA" "Normal vs Doxo-treated" 0.424520122 1
"ENSG00000243978" "RTL9" "Protein_Coding" "Normal vs Doxo-treated" -0.356679566 1
"ENSG00000244020" "MT1HL1" "Protein_Coding" "Normal vs Doxo-treated" -0.131386843 1
"ENSG00000244025" "KRTAP19-3" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244036" "UBE2H-DT" "lncRNA" "Normal vs Doxo-treated" -0.125658822 1
"ENSG00000244038" "DDOST" "Protein_Coding" "Normal vs Doxo-treated" 0.325702789 1
"ENSG00000244057" "LCE3C" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244094" "SPRR2F" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244115" "DNAJC25-GNG10" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244125" "ENSG00000244125" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244151" "ENSG00000244151" "lncRNA" "Normal vs Doxo-treated" 0.776067287 1
"ENSG00000244165" "P2RY11" "Protein_Coding" "Normal vs Doxo-treated" -0.162878107 1
"ENSG00000244187" "TMEM141" "Protein_Coding" "Normal vs Doxo-treated" -0.509209792 1
"ENSG00000244198" "ARHGEF35-AS1" "lncRNA" "Normal vs Doxo-treated" -0.337519628 1
"ENSG00000244203" "FOXP1-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244231" "CSPG4P2Y" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244234" "GMCL2" "Protein_Coding" "Normal vs Doxo-treated" -0.15735623 1
"ENSG00000244239" "ICA1-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244242" "IFITM10" "Protein_Coding" "Normal vs Doxo-treated" -0.396667699 1
"ENSG00000244255" "ENSG00000244255" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244278" "ENSG00000244278" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244300" "GATA2-AS1" "lncRNA" "Normal vs Doxo-treated" 0.849287147 1
"ENSG00000244310" "ENSG00000244310" "lncRNA" "Normal vs Doxo-treated" 0.395820653 1
"ENSG00000244321" "LINC01326" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244327" "ENSG00000244327" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244332" "ENSG00000244332" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244337" "ENSG00000244337" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244342" "LINC00698" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244349" "ENSG00000244349" "lncRNA" "Normal vs Doxo-treated" 0.193855304 1
"ENSG00000244355" "LY6G6D" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244362" "KRTAP19-7" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244395" "RBMY1D" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244405" "ETV5" "Protein_Coding" "Normal vs Doxo-treated" -0.197201569 1
"ENSG00000244414" "CFHR1" "Protein_Coding" "Normal vs Doxo-treated" 0.676180864 1
"ENSG00000244459" "ENSG00000244459" "lncRNA" "Normal vs Doxo-treated" -0.596102637 1
"ENSG00000244462" "RBM12" "Protein_Coding" "Normal vs Doxo-treated" 0.275853195 1
"ENSG00000244474" "UGT1A4" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244479" "OR2A1-AS1" "lncRNA" "Normal vs Doxo-treated" 0.43609687 1
"ENSG00000244491" "ENSG00000244491" "lncRNA" "Normal vs Doxo-treated" 0.823283046 1
"ENSG00000244502" "HDAC11-AS1" "lncRNA" "Normal vs Doxo-treated" -0.669757125 1
"ENSG00000244537" "KRTAP4-2" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244545" "ENSG00000244545" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244550" "ENSG00000244550" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244607" "CCDC13" "Protein_Coding" "Normal vs Doxo-treated" 0.277744306 1
"ENSG00000244617" "ASPRV1" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244619" "ENSG00000244619" "lncRNA" "Normal vs Doxo-treated" -0.534769724 1
"ENSG00000244620" "ENSG00000244620" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244623" "OR2AE1" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244624" "KRTAP20-1" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244625" "MIATNB" "lncRNA" "Normal vs Doxo-treated" -0.431643081 1
"ENSG00000244650" "ENSG00000244650" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000244675" "ENSG00000244675" "lncRNA" "Normal vs Doxo-treated" -0.256728189 1
"ENSG00000244687" "UBE2V1" "Protein_Coding" "Normal vs Doxo-treated" -0.674984726 1
"ENSG00000244694" "PTCHD4" "Protein_Coding" "Normal vs Doxo-treated" 0.57974517 1
"ENSG00000244734" "HBB" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000244752" "CRYBB2" "Protein_Coding" "Normal vs Doxo-treated" -0.265985621 1
"ENSG00000244757" "ENSG00000244757" "lncRNA" "Normal vs Doxo-treated" -0.129464785 1
"ENSG00000244945" "RUFY1-AS1" "lncRNA" "Normal vs Doxo-treated" 0.202556081 1
"ENSG00000244998" "ENSG00000244998" "lncRNA" "Normal vs Doxo-treated" 0.708986941 1
"ENSG00000245008" "ENSG00000245008" "lncRNA" "Normal vs Doxo-treated" -0.831766037 1
"ENSG00000245017" "LINC02453" "lncRNA" "Normal vs Doxo-treated" -0.979668813 1
"ENSG00000245059" "ENSG00000245059" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000245060" "LINC00847" "lncRNA" "Normal vs Doxo-treated" 0.191384046 1
"ENSG00000245067" "IGFBP7-AS1" "lncRNA" "Normal vs Doxo-treated" 0.284628844 1
"ENSG00000245112" "SMARCA5-AS1" "lncRNA" "Normal vs Doxo-treated" 0.577638134 1
"ENSG00000245156" "ENSG00000245156" "lncRNA" "Normal vs Doxo-treated" 0.364496843 1
"ENSG00000245213" "GALNT7-DT" "lncRNA" "Normal vs Doxo-treated" 0.583268049 1
"ENSG00000245281" "ASAH1-AS1" "lncRNA" "Normal vs Doxo-treated" 0.070888477 1
"ENSG00000245317" "MRNIP-DT" "lncRNA" "Normal vs Doxo-treated" -0.057862886 1
"ENSG00000245385" "ENSG00000245385" "lncRNA" "Normal vs Doxo-treated" -0.674308447 1
